x,y,z,rw,rx,ry,rz
0.0,0.12523484230041504,-0.5,1.0,0.0,0.0,0.0
0.0,0.12523484230041504,-0.5,0.984807789325714,0.0,-0.1736481636762619,0.0
0.0,0.12523484230041504,-0.5,0.9396926760673524,0.0,-0.3420201539993286,0.0
0.0,0.12523484230041504,-0.5,0.8660253882408142,0.0,-0.4999999403953552,0.0
0.4330126345157623,0.12523484230041504,-0.75,0.8660253882408142,0.0,-0.4999999403953552,0.0
0.8660252690315247,0.12523484230041504,-1.0,0.8660253882408142,0.0,-0.4999999403953552,0.0
1.2990379333496094,0.12523484230041504,-1.25,0.8660253882408142,0.0,-0.4999999403953552,0.0
1.515544295310974,0.12523484230041504,-1.375,0.906307816505432,0.0,-0.4226182401180267,0.0
1.515544295310974,0.12523484230041504,-1.375,0.9659258723258972,0.0,-0.25881904363632197,0.0
1.765544295310974,0.12523484230041504,-1.8080127239227293,0.9659258723258972,0.0,-0.25881904363632197,0.0
2.015544414520264,0.12523484230041504,-2.24102520942688,0.9659258723258972,0.0,-0.25881904363632197,0.0
2.140544414520264,0.12523484230041504,-2.457531452178955,0.9396926760673524,0.0,-0.3420201539993286,0.0
2.140544414520264,0.12523484230041504,-2.457531452178955,0.8660253882408142,0.0,-0.4999999403953552,0.0
2.140544414520264,0.12523484230041504,-2.457531452178955,0.7660444378852844,0.0,-0.6427875757217407,0.0
2.390544414520264,0.12523484230041504,-2.457531452178955,0.7071068286895752,0.0,-0.7071068286895752,0.0
2.390544414520264,0.12523484230041504,-2.457531452178955,0.5735764503479004,0.0,-0.8191519975662231,0.0
2.390544414520264,0.12523484230041504,-2.457531452178955,0.4226183295249939,0.0,-0.9063077569007874,0.0
2.551241397857666,0.12523484230041504,-2.2660202980041504,0.3420202136039734,0.0,-0.9396926164627076,0.0
2.7119383811950684,0.12523484230041504,-2.0745091438293457,0.2588191032409668,0.0,-0.9659258127212524,0.0
2.9619383811950684,0.12523484230041504,-1.6414964199066162,0.2588191032409668,0.0,-0.9659258127212524,0.0
3.0869383811950684,0.12523484230041504,-1.4249900579452517,0.17364826798439026,0.0,-0.984807789325714,0.0
3.257948398590088,0.12523484230041504,-0.9551436305046082,0.17364826798439026,0.0,-0.984807789325714,0.0
3.4289584159851074,0.12523484230041504,-0.4852972626686096,0.17364826798439026,0.0,-0.984807789325714,0.0
3.4723706245422363,0.12523484230041504,-0.2390953600406647,0.08715583384037018,0.0,-0.9961946606636048,0.0
3.5591950416564937,0.12523484230041504,0.2533084452152252,0.08715583384037018,0.0,-0.9961946606636048,0.0
3.646019458770752,0.12523484230041504,0.7457122802734375,0.08715583384037018,0.0,-0.9961946606636048,0.0
3.646019458770752,0.12523484230041504,0.7457122802734375,-0.08715564012527466,0.0,-0.9961947202682496,0.0
3.5605144500732417,0.12523484230041504,0.9806354641914368,-0.17364805936813354,0.0,-0.984807789325714,0.0
3.3895044326782227,0.12523484230041504,1.45048189163208,-0.17364805936813354,0.0,-0.984807789325714,0.0
3.218494415283203,0.12523484230041504,1.920328140258789,-0.17364805936813354,0.0,-0.984807789325714,0.0
3.1750824451446533,0.12523484230041504,2.1665301322937007,-0.08715563267469406,0.0,-0.9961947798728944,0.0
3.0882585048675537,0.12523484230041504,2.6589341163635254,-0.08715563267469406,0.0,-0.9961947798728944,0.0
3.044846534729004,0.12523484230041504,2.905136108398437,-0.17364805936813354,0.0,-0.9848078489303588,0.0
3.044846534729004,0.12523484230041504,2.905136108398437,-0.34202003479003906,0.0,-0.9396927356719972,0.0
2.723452568054199,0.12523484230041504,3.288158416748047,-0.34202003479003906,0.0,-0.9396927356719972,0.0
2.5319414138793945,0.12523484230041504,3.4488554000854488,-0.4226181209087372,0.0,-0.906307816505432,0.0
2.1489191055297847,0.12523484230041504,3.770249366760254,-0.4226181209087372,0.0,-0.906307816505432,0.0
1.95740807056427,0.12523484230041504,3.930946350097656,-0.4999998807907105,0.0,-0.8660255074501038,0.0
1.95740807056427,0.12523484230041504,3.930946350097656,-0.6427875161170961,0.0,-0.7660446166992188,0.0
1.4650040864944458,0.12523484230041504,4.017770767211913,-0.6427875161170961,0.0,-0.7660446166992188,0.0
1.4650040864944458,0.12523484230041504,4.017770767211913,-0.7660442590713501,0.0,-0.642787754535675,0.0
1.4650040864944458,0.12523484230041504,4.017770767211913,-0.8660252094268799,0.0,-0.5000002384185791,0.0
1.4650040864944458,0.12523484230041504,4.017770767211913,-0.9396925568580629,0.0,-0.3420204520225525,0.0
1.3400039672851562,0.12523484230041504,3.801264524459839,-0.9659258127212524,0.0,-0.2588193416595459,0.0
1.0900037288665771,0.12523484230041504,3.3682520389556885,-0.9659258127212524,0.0,-0.2588193416595459,0.0
0.8400034904479979,0.12523484230041504,2.935239553451538,-0.9659258127212524,0.0,-0.2588193416595459,0.0
0.8400034904479979,0.12523484230041504,2.935239553451538,-0.9063076972961426,0.0,-0.422618567943573,0.0
0.8400034904479979,0.12523484230041504,2.935239553451538,-0.8191518783569336,0.0,-0.5735767483711243,0.0
0.37015700340271,0.12523484230041504,2.7642300128936768,-0.8191518783569336,0.0,-0.5735767483711243,0.0
-0.09968945384025574,0.12523484230041504,2.5932204723358154,-0.8191518783569336,0.0,-0.5735767483711243,0.0
-0.5695359110832214,0.12523484230041504,2.422210931777954,-0.8191518783569336,0.0,-0.5735767483711243,0.0
-0.786042332649231,0.12523484230041504,2.297211170196533,-0.8660252094268799,0.0,-0.5000002980232239,0.0
-0.786042332649231,0.12523484230041504,2.297211170196533,-0.9396925568580629,0.0,-0.3420205116271973,0.0
-0.786042332649231,0.12523484230041504,2.297211170196533,-0.9848076701164246,0.0,-0.17364853620529175,0.0
-0.9570527076721193,0.14562296867370605,1.827364921569824,-0.9848076701164246,0.0,-0.17364853620529175,0.0
-1.042557954788208,0.15153741836547852,1.5924417972564695,-0.9961946606636048,0.0,-0.08715612441301346,0.0
-1.1293823719024658,0.15635204315185547,1.1000380516052246,-0.9961946606636048,0.0,-0.08715612441301346,0.0
-1.1293823719024658,0.15635204315185547,1.1000380516052246,-0.9961947798728944,0.0,0.08715534955263138,0.0
-1.1293823719024658,0.15635204315185547,1.1000380516052246,-0.965925931930542,0.0,0.25881865620613104,0.0
-1.1293823719024658,0.15635204315185547,1.1000380516052246,-0.9063079953193665,0.0,0.4226179420948029,0.0
-1.1293823719024658,0.15635204315185547,1.1000380516052246,-0.819152295589447,0.0,0.5735761523246765,0.0
-0.6595361232757568,0.12523484230041504,0.9290276169776917,-0.819152295589447,0.0,0.5735761523246765,0.0
-0.18968988955020905,0.12523484230041504,0.7580172419548035,-0.819152295589447,0.0,0.5735761523246765,0.0
0.2801563143730164,0.12523484230041504,0.5870068669319153,-0.819152295589447,0.0,0.5735761523246765,0.0
0.7500025629997253,0.12523484230041504,0.4159964919090271,-0.819152295589447,0.0,0.5735761523246765,0.0
0.7500025629997253,0.12523484230041504,0.4159964919090271,-0.9063079357147216,0.0,0.4226179420948029,0.0
0.7500025629997253,0.12523484230041504,0.4159964919090271,-0.965925931930542,0.0,0.25881871581077576,0.0
0.7500025629997253,0.12523484230041504,0.4159964919090271,-0.9961947798728944,0.0,0.08715541660785675,0.0
0.7500023841857909,0.12523484230041504,0.1659964919090271,-1.0,0.0,-3.2037493724601523e-07,0.0
0.7500023841857909,0.12523484230041504,0.1659964919090271,-0.984807789325714,0.0,-0.17364847660064694,0.0
0.7500023841857909,0.12523484230041504,0.1659964919090271,-0.9396925568580629,0.0,-0.3420204222202301,0.0
