x,y,z,rw,rx,ry,rz
-0.04835385084152222,2.925234794616699,-0.1726338267326355,1.0,0.0,0.0,0.0
-0.04835385084152222,2.925234794616699,-0.1726338267326355,0.9961947202682495,0.0,-0.08715573698282242,0.0
-0.04835385084152222,2.925234794616699,-0.1726338267326355,0.9848077893257141,0.0,-0.1736481636762619,0.0
-0.04835385084152222,2.925234794616699,-0.1726338267326355,0.9659258723258972,0.0,-0.258819043636322,0.0
-0.04835385084152222,2.925234794616699,-0.1726338267326355,0.9396926760673523,0.0,-0.3420201539993286,0.0
-0.04835385084152222,2.925234794616699,-0.1726338267326355,0.9063078761100769,0.0,-0.4226182699203491,0.0
-0.04835385084152222,2.925234794616699,-0.1726338267326355,0.8660253882408142,0.0,-0.4999999403953552,0.0
-0.04835385084152222,2.925234794616699,-0.1726338267326355,0.8191521167755127,0.0,-0.5735764503479004,0.0
-0.04835385084152222,2.925234794616699,-0.1726338267326355,0.7660444378852844,0.0,-0.6427875757217407,0.0
-0.04835385084152222,2.925234794616699,-0.1726338267326355,0.7071068286895752,0.0,-0.7071068286895752,0.0
-0.04835385084152222,2.925234794616699,-0.1726338267326355,0.6427876353263855,0.0,-0.7660443782806396,0.0
-0.04835385084152222,2.925234794616699,-0.1726338267326355,0.5735764503479004,0.0,-0.8191519975662231,0.0
-0.04835385084152222,2.925234794616699,-0.1726338267326355,0.5000000596046448,0.0,-0.8660253882408142,0.0
-0.04835385084152222,2.925234794616699,-0.1726338267326355,0.4226183295249939,0.0,-0.9063077569007874,0.0
-0.04835385084152222,2.925234794616699,-0.1726338267326355,0.3420202136039734,0.0,-0.9396926164627075,0.0
-0.04835385084152222,2.925234794616699,-0.1726338267326355,0.2588191032409668,0.0,-0.9659258127212524,0.0
0.07664617896080017,2.925234794616699,0.04387250542640686,0.2588191032409668,0.0,-0.9659258127212524,0.0
0.20164620876312256,2.925234794616699,0.2603788375854492,0.2588191032409668,0.0,-0.9659258127212524,0.0
0.32664623856544495,2.925234794616699,0.4768851697444916,0.2588191032409668,0.0,-0.9659258127212524,0.0
0.45164626836776733,2.925234794616699,0.6933915019035339,0.2588191032409668,0.0,-0.9659258127212524,0.0
0.5766463279724121,2.925234794616699,0.9098978042602539,0.2588191032409668,0.0,-0.9659258127212524,0.0
0.7016463279724121,2.925234794616699,1.1264041662216187,0.2588191032409668,0.0,-0.9659258127212524,0.0
0.8266463279724121,2.925234794616699,1.3429105281829834,0.2588191032409668,0.0,-0.9659258127212524,0.0
0.9516463279724121,2.925234794616699,1.5594168901443481,0.2588191032409668,0.0,-0.9659258127212524,0.0
1.076646327972412,2.925234794616699,1.775923252105713,0.2588191032409668,0.0,-0.9659258127212524,0.0
1.201646327972412,2.925234794616699,1.9924296140670776,0.2588191032409668,0.0,-0.9659258127212524,0.0
1.326646327972412,2.925234794616699,2.2089359760284424,0.2588191032409668,0.0,-0.9659258127212524,0.0
